,category,country,description,lat,lon,rank,start,timezone,title,as_of_date,label
54,disasters,,,-20.785,169.9795,66,2018-11-05T14:57:06Z,Pacific/Efate,"M 4.7 - 155km SSE of Isangel, Vanuatu",2018-11-05,earthquake
55,disasters,IN,"The residents of Delhi woke up to a thick blanket of smog this morning amid warnings by weather officials of falling air quality in the national capital two days before Diwali. The levels of the pollutant PM2.5 was at a ""hazardous"" 644 or over 20 times the safe limit prescribed by the WHO this morning at south Delhi's Okhla, according to data from the Delhi Pollution Control Board. PM2.5 are fine particles that can penetrate the lungs and cause respiratory diseases. Visibility on the roads was low this morning, as against Sunday when air quality significantly improved due to increased wind speed and control measures implemented by the government. Smog kills more than one million Indians every year and Delhi has the worst air of any major city on the planet, the World Health Organisation says. ""As expected, there is a significant biomass pollution in Delhi, which has placed air quality in the very poor category despite moderate surface wind speed,"" said an official with the center-run System of Air Quality Forecasting and Research or SAFAR. The contribution of stubble-burning to pollution in the national capital is expected to be 24 percent today, another weather official said. The Indian Institute of Tropical Meteorology also said stubble-burning and other sources of air pollution in the northwest region of India were significantly less on Saturday compared to Thursday last but warned of a sharp increase in PM2.5 concentration from today. ""If significant-stubble burning continues... in the NW (north-west) region, then its impact is very likely over Delhi and AQI may reach the upper end of the very poor category,"" the IITM said. The DPCC has directed the transport department and the traffic police to intensify checking of polluting vehicles and control road congestion till November 10. Construction work involving excavation is banned; no stone-crushers and hot-mix plants that generate dust cannot be run at this time. ""I have sent my children to play outside after weeks (on Sunday). I hope the air quality finally improves and we see a clean Diwali,"" Mayur Vihar resident Sarita Mathur told PTI. D Saha, former additional director, and head of air quality management division at the CPCB, said no drastic change in pollution level is anticipated as the ground level emissions are under control due to administrative and regulatory measures. ""We are likely to have a clean Diwali,"" he said.",28.613939000000002,77.20902099999999,90,2018-11-05T14:50:57Z,Asia/Kolkata,Environment Pollution - Asia - India,2018-11-05,disaster
55,disasters,IN,"The residents of Delhi woke up to a thick blanket of smog this morning amid warnings by weather officials of falling air quality in the national capital two days before Diwali. The levels of the pollutant PM2.5 was at a ""hazardous"" 644 or over 20 times the safe limit prescribed by the WHO this morning at south Delhi's Okhla, according to data from the Delhi Pollution Control Board. PM2.5 are fine particles that can penetrate the lungs and cause respiratory diseases. Visibility on the roads was low this morning, as against Sunday when air quality significantly improved due to increased wind speed and control measures implemented by the government. Smog kills more than one million Indians every year and Delhi has the worst air of any major city on the planet, the World Health Organisation says. ""As expected, there is a significant biomass pollution in Delhi, which has placed air quality in the very poor category despite moderate surface wind speed,"" said an official with the center-run System of Air Quality Forecasting and Research or SAFAR. The contribution of stubble-burning to pollution in the national capital is expected to be 24 percent today, another weather official said. The Indian Institute of Tropical Meteorology also said stubble-burning and other sources of air pollution in the northwest region of India were significantly less on Saturday compared to Thursday last but warned of a sharp increase in PM2.5 concentration from today. ""If significant-stubble burning continues... in the NW (north-west) region, then its impact is very likely over Delhi and AQI may reach the upper end of the very poor category,"" the IITM said. The DPCC has directed the transport department and the traffic police to intensify checking of polluting vehicles and control road congestion till November 10. Construction work involving excavation is banned; no stone-crushers and hot-mix plants that generate dust cannot be run at this time. ""I have sent my children to play outside after weeks (on Sunday). I hope the air quality finally improves and we see a clean Diwali,"" Mayur Vihar resident Sarita Mathur told PTI. D Saha, former additional director, and head of air quality management division at the CPCB, said no drastic change in pollution level is anticipated as the ground level emissions are under control due to administrative and regulatory measures. ""We are likely to have a clean Diwali,"" he said.",28.613939000000002,77.20902099999999,90,2018-11-05T14:50:57Z,Asia/Kolkata,Environment Pollution - Asia - India,2018-11-05,environment-pollution
56,disasters,,,29.2218,130.536,83,2018-11-05T14:46:57Z,Asia/Tokyo,"M 5.0 - 139km NE of Naze, Japan",2018-11-05,disaster
56,disasters,,,29.2218,130.536,83,2018-11-05T14:46:57Z,Asia/Tokyo,"M 5.0 - 139km NE of Naze, Japan",2018-11-05,earthquake
57,disasters,CR,"In Guanacaste, the Rincon de la Vieja volcano began its activity at 7:45 p.m., the weather conditions at the time of the eruption didn't allow to confirm the height reached by the column; the activity lasted for close to 12 minutes with an eruptive sequence of at least three episodes of two minutes each, the nearby community reported smell of Sulphur.",10.831529,-85.336352,70,2018-11-05T14:46:28Z,America/Costa_Rica,Volcano Activity - Central-America - Costa Rica,2018-11-05,disaster
57,disasters,CR,"In Guanacaste, the Rincon de la Vieja volcano began its activity at 7:45 p.m., the weather conditions at the time of the eruption didn't allow to confirm the height reached by the column; the activity lasted for close to 12 minutes with an eruptive sequence of at least three episodes of two minutes each, the nearby community reported smell of Sulphur.",10.831529,-85.336352,70,2018-11-05T14:46:28Z,America/Costa_Rica,Volcano Activity - Central-America - Costa Rica,2018-11-05,volcano
58,disasters,IN,"A fire broke out on the fifth floor of a high-rise office building in the posh Park Street here Monday, an official said. No one was injured in the fire that broke out at about 11.10 am on the fifth floor of the multi-storied building called Apeejay House, the Fire Brigade official said. ""Several fire tenders are busy in dousing the flames,"" he said. Efforts are being made to evacuate the building, which houses several corporate offices and headquarters of the Apeejay Surendra Group. ""Initially, light smoke was seen around 11 am, but by 11.30 flames were seen gushing out of windows with thick black smoke,"" eyewitnesses said.",22.548704,88.35837,70,2018-11-05T14:43:32Z,Asia/Kolkata,Fire - Asia - India,2018-11-05,disaster
58,disasters,IN,"A fire broke out on the fifth floor of a high-rise office building in the posh Park Street here Monday, an official said. No one was injured in the fire that broke out at about 11.10 am on the fifth floor of the multi-storied building called Apeejay House, the Fire Brigade official said. ""Several fire tenders are busy in dousing the flames,"" he said. Efforts are being made to evacuate the building, which houses several corporate offices and headquarters of the Apeejay Surendra Group. ""Initially, light smoke was seen around 11 am, but by 11.30 flames were seen gushing out of windows with thick black smoke,"" eyewitnesses said.",22.548704,88.35837,70,2018-11-05T14:43:32Z,Asia/Kolkata,Fire - Asia - India,2018-11-05,fire
59,disasters,,,29.2855,130.5371,84,2018-11-05T14:39:15Z,Asia/Tokyo,"M 4.9 - 144km NE of Naze, Japan",2018-11-05,disaster
59,disasters,,,29.2855,130.5371,84,2018-11-05T14:39:15Z,Asia/Tokyo,"M 4.9 - 144km NE of Naze, Japan",2018-11-05,earthquake
60,disasters,,,44.5432,145.5707,83,2018-11-05T13:16:03Z,Asia/Ust-Nera,"M 4.5 - 57km NNW of Otrada, Russia",2018-11-05,disaster
60,disasters,,,44.5432,145.5707,83,2018-11-05T13:16:03Z,Asia/Ust-Nera,"M 4.5 - 57km NNW of Otrada, Russia",2018-11-05,earthquake
61,disasters,,,37.3194,20.8328,83,2018-11-05T12:21:55Z,Europe/Athens,"M 4.5 - 44km S of Lithakia, Greece",2018-11-05,disaster
61,disasters,,,37.3194,20.8328,83,2018-11-05T12:21:55Z,Europe/Athens,"M 4.5 - 44km S of Lithakia, Greece",2018-11-05,earthquake
62,disasters,AU,"Four people have taken to hospital after a chemical leak at a workplace in Ormeau this morning. Paramedics raced to a pet food company on Lahrs Rd around 8am, where they assessed 12 people all up. Damian Gonzalez from the Queensland Ambulance Service said one patient was in a serious condition, while three others also needed to go to hospital. ""One patient had suffered significant respiratory symptoms, the other three were assessed just for some minor respiratory symptoms, but all were transported to hospital for further assessment and treatment,"" he said. Emergency services remained at the scene two hours after the leak, working to neutralise the chemicals.",-27.772058,153.252275,70,2018-11-05T11:58:32Z,Australia/Brisbane,HAZMAT - Oceania - Australia,2018-11-05,disaster
62,disasters,AU,"Four people have taken to hospital after a chemical leak at a workplace in Ormeau this morning. Paramedics raced to a pet food company on Lahrs Rd around 8am, where they assessed 12 people all up. Damian Gonzalez from the Queensland Ambulance Service said one patient was in a serious condition, while three others also needed to go to hospital. ""One patient had suffered significant respiratory symptoms, the other three were assessed just for some minor respiratory symptoms, but all were transported to hospital for further assessment and treatment,"" he said. Emergency services remained at the scene two hours after the leak, working to neutralise the chemicals.",-27.772058,153.252275,70,2018-11-05T11:58:32Z,Australia/Brisbane,HAZMAT - Oceania - Australia,2018-11-05,hazmat
63,disasters,,,37.5219,20.6276,83,2018-11-05T08:31:13Z,Europe/Athens,"M 4.6 - 28km SW of Mouzaki, Greece",2018-11-05,disaster
63,disasters,,,37.5219,20.6276,83,2018-11-05T08:31:13Z,Europe/Athens,"M 4.6 - 28km SW of Mouzaki, Greece",2018-11-05,earthquake
64,disasters,IN,"Twelve persons have died and 9 other critically injured after a massive goods carrier crushed an SUV and sedan on Gohana-Panipat highway on Sunday evening. The fatal accident took place at 6 pm when the goods carrier supposedly belongs to Maruti Suzuki India LTD (MSIL) plying on wrong side crushed the two vehicles with good speed. Pratiksha Godhara, the Superintendent of Police (SP) Sonipat confirms about the accident. ""We are investigating the accident and why the trala driver plying such a huge vehicle on the wrong side,"" Godhara said. She further added that the Sonipat police has rescued all the bodies from Trax Cruiser commercial vehicle and Maruti Swift Dzire. Maximum casualty reported from Trax Cruiser as it accommodates over 20 passengers. Narender Bijarnia, Additional SP of Gohana told Mail Today that the traula was in very high speed, broken the divider and jumped on the other side of the road after its errant driver lost control of the vehicle. ""The Cruiser commercial SUV and Sedan coming from other side was also at high speed and it has not given any chance to apply brakes and save themselves. Both the vehicles crashed into Traula,"" Bijarnia said. The impact of the accident was as such that both vehicles become mangled with bodies trapped inside. The front portion of Traula also badly damaged in the accident. ""We have rescued 9 injured passengers from Cruiser car and shifted to PGI Rohtak and their condition is said to be stable. The identification of all deceased and injured passengers are done. Their postmortem will be performed tomorrow,"" ASP further said.",28.993082,77.015074,70,2018-11-05T07:58:42Z,Asia/Kolkata,Vehicle Accident - Asia - India,2018-11-05,disaster
64,disasters,IN,"Twelve persons have died and 9 other critically injured after a massive goods carrier crushed an SUV and sedan on Gohana-Panipat highway on Sunday evening. The fatal accident took place at 6 pm when the goods carrier supposedly belongs to Maruti Suzuki India LTD (MSIL) plying on wrong side crushed the two vehicles with good speed. Pratiksha Godhara, the Superintendent of Police (SP) Sonipat confirms about the accident. ""We are investigating the accident and why the trala driver plying such a huge vehicle on the wrong side,"" Godhara said. She further added that the Sonipat police has rescued all the bodies from Trax Cruiser commercial vehicle and Maruti Swift Dzire. Maximum casualty reported from Trax Cruiser as it accommodates over 20 passengers. Narender Bijarnia, Additional SP of Gohana told Mail Today that the traula was in very high speed, broken the divider and jumped on the other side of the road after its errant driver lost control of the vehicle. ""The Cruiser commercial SUV and Sedan coming from other side was also at high speed and it has not given any chance to apply brakes and save themselves. Both the vehicles crashed into Traula,"" Bijarnia said. The impact of the accident was as such that both vehicles become mangled with bodies trapped inside. The front portion of Traula also badly damaged in the accident. ""We have rescued 9 injured passengers from Cruiser car and shifted to PGI Rohtak and their condition is said to be stable. The identification of all deceased and injured passengers are done. Their postmortem will be performed tomorrow,"" ASP further said.",28.993082,77.015074,70,2018-11-05T07:58:42Z,Asia/Kolkata,Vehicle Accident - Asia - India,2018-11-05,vehicle-accident
65,disasters,,,12.5693,-88.8794,77,2018-11-05T07:27:22Z,America/El_Salvador,"M 4.5 - 86km SSW of Puerto El Triunfo, El Salvador",2018-11-05,disaster
65,disasters,,,12.5693,-88.8794,77,2018-11-05T07:27:22Z,America/El_Salvador,"M 4.5 - 86km SSW of Puerto El Triunfo, El Salvador",2018-11-05,earthquake
66,disasters,,,37.7202,20.454,84,2018-11-05T06:46:13Z,Europe/Athens,"M 4.8 - 30km WSW of Katastarion, Greece",2018-11-05,disaster
66,disasters,,,37.7202,20.454,84,2018-11-05T06:46:13Z,Europe/Athens,"M 4.8 - 30km WSW of Katastarion, Greece",2018-11-05,earthquake
67,disasters,IL,"Six people were killed in a head-on collision between a truck and a minibus on Route 90 in the Jordan Valley Sunday morning. Five others were injured in the accident, which took place near the Petzael Junction, according to the Magen David Adom rescue service. At least four are seriously hurt. Some of the injured were rescued from the minibus after they were trapped as the vehicle's structure collapsed. They were taken to hospitals by ambulance and a military helicopter.  The minibus was reportedly shuttling a group of Palestinian men in their thirties to their workplace. Police have detained the truck driver and launched an investigation into the accident. Video footage from the scene appeared to show the truck veering into the opposite lane, at which point the minivan, in an attempt to evade it, swerves and crashes into it. The accident was the second major deadly crash on Route 90 in five days.",32.048444,35.463361,70,2018-11-05T04:14:18Z,Asia/Hebron,Vehicle Accident - Middle-East - Israel,2018-11-05,disaster
